UNIPROT ID,Protein Name,Docking Rank,Docking Affinity,Gene Rank,Gene P-Value Significance,Fold Change
P63158,HMG,6972,25.5,0.145817447,0.145817447,1.125002333
Q80Y32,HMG,3833,33.67,0.655404887,0.655404887,0.958419712
Q6PG95,,1735,37.73,0.466504991,0.635842767,1.046017603
Q6PG95,,1735,37.73,0.466504991,0.466504991,0.934569045
Q6PG95,,1735,37.73,0.466504991,0.154514112,0.781267401
Q6PG95,,1735,37.73,0.154514112,0.635842767,1.046017603
Q6PG95,,1735,37.73,0.154514112,0.466504991,0.934569045
Q6PG95,,1735,37.73,0.154514112,0.154514112,0.781267401
Q9CX86,,165,46.17,0.690524976,0.690524976,1.031055849
P49312,,85,47.8,0.63460573,0.63460573,1.039857821
P49312,,1485,38.43,0.63460573,0.63460573,1.039857821
P49312,,5392,30.75,0.63460573,0.63460573,1.039857821
O88569,,72,48.42,0.60269787,0.60269787,1.041980284
O88569,,2597,35.93,0.60269787,0.60269787,1.041980284
O88569,,5697,30.12,0.60269787,0.60269787,1.041980284
Q8BG05,,913,40.28,0.490185565,0.490185565,1.057067788
Q8BG05,,1840,37.52,0.490185565,0.490185565,1.057067788
Q99020,,845,40.75,0.552249679,0.552249679,1.058654616
Q99020,,845,40.75,0.552249679,1,1.150763644
Q99020,,3123,34.96,0.552249679,0.552249679,1.058654616
Q99020,,3123,34.96,0.552249679,1,1.150763644
Q61687,,126,46.97,0.001767121,0.407213367,1.062866798
Q61687,,126,46.97,0.001767121,0.001767121,0.358926739
Q61687,,263,44.87,0.001767121,0.407213367,1.062866798
Q61687,,263,44.87,0.001767121,0.001767121,0.358926739
Q9CPX5,,5745,29.96,0.291357909,0.291357909,1.095012064
Q9CPX5,,5745,29.96,0.291357909,0.145270307,4.865164503
Q9CPX5,,5745,29.96,0.145270307,0.291357909,1.095012064
Q9CPX5,,5745,29.96,0.145270307,0.145270307,4.865164503
P08113,,5788,29.88,0.471795524,0.111939743,1.363120013
P08113,,5788,29.88,0.471795524,0.471795524,0.95016274
P08113,,5880,29.65,0.471795524,0.111939743,1.363120013
P08113,,5880,29.65,0.471795524,0.471795524,0.95016274
P20029,,5450,30.63,0.649527409,0.111939743,1.363120013
P20029,,5450,30.63,0.649527409,0.649527409,0.960658947
Q05793,,3874,33.61,0.739210497,0.739210497,0.939232837
Q05793,,4045,33.33,0.739210497,0.739210497,0.939232837
Q64264,,2547,36.01,1,1,0.993538883
Q64264,,2547,36.01,1,1,1.150763644
P28334,,5319,30.92,0.911237378,0.911237378,1.009154503
P34968,,2763,35.63,0.863914056,0.863914056,0.972642848
P40694,,3572,34.12,0.562482445,0.562482445,1.060382807
P40694,,5863,29.69,0.562482445,0.562482445,1.060382807
P40694,,6712,27,0.562482445,0.562482445,1.060382807
B2RTN2,,1520,38.31,,,
Q9Z1M8,,557,42.52,0.924168814,0.924168814,0.992676328
Q7TT37,,2921,35.33,0.796482309,0.796482309,1.019686299
O88522,,2718,35.7,0.704040524,0.704040524,1.03318465
Q9CXY6,,3281,34.68,0.517820284,0.517820284,0.950850429
Q9CXY6,,3697,33.91,0.517820284,0.517820284,0.950850429
Q9CXY6,,7382,18.35,0.517820284,0.517820284,0.950850429
Q9Z1X4,,4713,32.11,0.823571352,0.823571352,1.018280932
Q9Z1X4,,5647,30.23,0.823571352,0.823571352,1.018280932
Q9Z1X4,,6363,28.34,0.823571352,0.823571352,1.018280932
Q9Z1X4,,7274,21.97,0.823571352,0.823571352,1.018280932
Q9ES52,,5639,30.26,0.097889933,0.097889933,0.85643382
Q9ES52,,5639,30.26,0.097889933,1,1.150763644
P59644,,2440,36.21,0.377101297,0.377101297,1.107089987
Q6P549,,3081,35.05,0.325183106,0.325183106,0.928552312
Q9CUL5,,4480,32.54,0.920436364,0.920436364,0.956720377
Q9CUL5,,4608,32.3,0.920436364,0.920436364,0.956720377
Q80W32,,5723,30.04,0.876617909,0.876617909,1.025147744
Q4QQK2,,6029,29.25,0.908044645,0.908044645,0.901457871
Q9ER75,Homeobox,3118,34.97,0.914237072,0.914237072,0.916155319
Q9CZI9,,2366,36.38,0.497247733,0.655660085,0.926345406
Q9CZI9,,2366,36.38,0.497247733,0.497247733,1.219450887
Q9CZI9,,5068,31.42,0.497247733,0.655660085,0.926345406
Q9CZI9,,5068,31.42,0.497247733,0.497247733,1.219450887
Q9CZI9,,5548,30.44,0.497247733,0.655660085,0.926345406
Q9CZI9,,5548,30.44,0.497247733,0.497247733,1.219450887
Q9CXV0,Homeobox,2779,35.61,0.413779372,0.413779372,2.677746224
Q9CXV0,Homeobox,6828,26.38,0.413779372,0.413779372,2.677746224
A2ATD1,,6792,26.55,0.434920316,0.434920316,0.888142866
A1A546,Homeobox,2005,37.18,0.870806927,0.870806927,1.71406708
Q8C863,,1142,39.49,0.771668351,0.771668351,1.023110451
Q8C863,,4555,32.38,0.771668351,0.771668351,1.023110451
Q62470,,2866,35.41,0.657742884,0.657742884,0.961357256
P11688,,3502,34.26,0.76079674,0.76079674,1.081079825
Q61738,,1557,38.22,0.134249749,0.134249749,0.868216699
Q60677,,43,49.54,0.270183354,0.270183354,0.621713053
P09055,,5564,30.41,0.12186533,0.12186533,0.871955798
Q9R000,,5279,30.99,0.12186533,0.12186533,0.871955798
Q9R000,,5279,30.99,0.12186533,0.538919267,1.333085797
O35671,,1202,39.3,0.12186533,0.12186533,0.871955798
O35671,,1202,39.3,0.12186533,0.753416308,0.968063598
O35671,,1202,39.3,0.753416308,0.12186533,0.871955798
O35671,,1202,39.3,0.753416308,0.753416308,0.968063598
Q9R000,,5279,30.99,0.538919267,0.12186533,0.871955798
Q9R000,,5279,30.99,0.538919267,0.538919267,1.333085797
P26011,,2594,35.93,0.979204336,0.979204336,1.037623191
Q8BJD1,,1528,38.28,0.339102375,0.339102375,1.238470367
Q03526,,2090,36.96,0.741243832,0.741243832,1.130202357
Q9Z0R4,,5038,31.47,0.650792094,0.650792094,1.03176845
Q9Z0R6,,7403,16.79,0.629891847,0.629891847,1.040066332
Q8C1D8,,1480,38.45,0.895861043,0.895861043,0.991960837
Q8C1D8,,5928,29.55,0.895861043,0.895861043,0.991960837
Q6ZPI0,,1884,37.42,0.648942509,0.648942509,1.037208899
Q6ZQF7,,751,41.34,0.850107133,0.850107133,1.015777976
Q8BVL9,,4928,31.71,0.496419772,0.496419772,1.053475284
Q8BVL9,,6806,26.47,0.496419772,0.496419772,1.053475284
D3YXK0,,31,50.33,0.336916749,0.336916749,1.076695659
D3YXK0,,5565,30.41,0.336916749,0.336916749,1.076695659
Q5DTN8,,2873,35.4,0.645879538,0.645879538,0.964945039
Q5DTN8,,3470,34.32,0.645879538,0.645879538,0.964945039
Q5DTN8,,7090,24.63,0.645879538,0.645879538,0.964945039
Q62315,ARID,1313,38.92,0.991610141,0.991610141,0.998836266
Q62315,ARID,4277,32.89,0.991610141,0.991610141,0.998836266
Q62315,ARID,4435,32.62,0.991610141,0.991610141,0.998836266
Q62315,ARID,6016,29.29,0.991610141,0.991610141,0.998836266
Q80ZQ5,,7217,23.12,0.222890792,0.222890792,1.110637457
P97875,TF_bZIP,6654,27.21,0.96235922,0.96235922,1.00520333
Q69ZK6,,5685,30.15,0.705352185,0.705352185,1.032816168
Q9ERI5,,4860,31.82,0.88908568,0.88908568,0.992402621
Q9DBJ6,,6614,27.39,0.350884469,0.350884469,1.075758315
Q9ET80,,2598,35.93,0.076678695,0.076678695,1.198976343
Q80WT0,,248,45.09,0.857435414,0.857435414,0.964550102
Q80WT0,,1356,38.77,0.857435414,0.857435414,0.964550102
Q80WT0,,1527,38.28,0.857435414,0.857435414,0.964550102
Q80WT0,,2661,35.8,0.857435414,0.857435414,0.964550102
P09450,TF_bZIP,6728,26.92,0.593766089,0.593766089,1.077192041
P09450,TF_bZIP,6728,26.92,0.593766089,0.822492186,1.021782568
P09450,TF_bZIP,6728,26.92,0.822492186,0.593766089,1.077192041
P09450,TF_bZIP,6728,26.92,0.822492186,0.822492186,1.021782568
A2CG49,,627,42.08,0.612973703,0.612973703,1.044325921
A2CG49,,1744,37.72,0.612973703,0.612973703,1.044325921
A2CG49,,5538,30.46,0.612973703,0.612973703,1.044325921
A2CG49,,5554,30.43,0.612973703,0.612973703,1.044325921
Q8BX02,,4118,33.18,0.554455791,0.554455791,0.947603058
Q8BX02,,6641,27.26,0.554455791,0.554455791,0.947603058
Q9Z1P7,,4283,32.89,0.611720354,0.611720354,0.954727074
Q6P9J5,,1807,37.61,0.381237325,0.381237325,1.159881446
Q80TG1,,1430,38.59,0.504832803,0.504832803,1.053376529
Q80TG1,,1430,38.59,0.504832803,0.343952265,1.333928293
Q5DTI6,,6667,27.17,0.504832803,0.504832803,1.053376529
Q5DTI6,,6667,27.17,0.504832803,0.379793373,1.089869746
Q5DTI6,,6667,27.17,0.379793373,0.504832803,1.053376529
Q5DTI6,,6667,27.17,0.379793373,0.379793373,1.089869746
A2RSY1,,5654,30.22,0.857817948,0.857817948,1.013963697
Q99MN1,,1436,38.56,0.72194007,0.72194007,0.974914674
Q99MN1,,1450,38.54,0.72194007,0.72194007,0.974914674
Q9JHD2,,4162,33.11,0.828285384,0.828285384,0.982106107
Q9JHD2,,4162,33.11,0.828285384,1,1.150763644
Q9JHD1,,1746,37.71,0.699236032,0.699236032,0.963353686
Q8CHK4,,400,43.73,0.864591033,0.864591033,0.986678863
Q8CHK4,,1671,37.95,0.864591033,0.864591033,0.986678863
Q8CHK4,,3877,33.61,0.864591033,0.864591033,0.986678863
Q8CHK4,,5916,29.57,0.864591033,0.864591033,0.986678863
Q8BRB7,,399,43.73,0.640932244,0.640932244,1.039014889
Q8BRB7,,1592,38.12,0.640932244,0.640932244,1.039014889
Q8BRB7,,2408,36.27,0.640932244,0.640932244,1.039014889
Q5SVQ0,zf-C2HC,7154,23.87,0.564717248,0.564717248,1.046316
Q9WV86,,6307,28.5,0.219272299,0.219272299,0.877393665
Q8K0T4,,6282,28.56,0.536207216,0.536207216,1.048507497
Q8BJ66,,5505,30.53,0.730086802,0.730086802,0.947856487
Q69ZS8,,1479,38.46,0.361063098,0.361063098,0.932523766
E9PYD7,,262,44.87,0.338627799,0.338627799,1.32867117
E9PYD7,,7237,22.83,0.338627799,0.338627799,1.32867117
G5E8C2,,7219,23.08,0.739956038,0.739956038,1.024787529
Q3UQV5,,2354,36.41,0.761765752,0.761765752,1.038290273
P16388,,3748,33.82,0.057030548,0.057030548,1.146529821
P63141,,4377,32.72,0.339302853,0.339302853,1.080710736
Q61762,,879,40.52,0.436343484,0.436343484,0.858058975
Q61762,,5571,30.4,0.436343484,0.436343484,0.858058975
Q61923,,2438,36.21,0.899091148,0.899091148,1.010589304
Q61923,,4766,32.02,0.899091148,0.899091148,1.010589304
Q61923,,7238,22.82,0.899091148,0.899091148,1.010589304
Q03717,,6689,27.09,0.517982595,0.517982595,1.047280357
A6H8H5,,6971,25.5,0.129341098,0.129341098,1.140261729
P15388,,276,44.77,0.549934303,0.549934303,1.041251044
Q14B80,,214,45.45,0.74192811,0.74192811,1.035798817
Q14B80,,2226,36.66,0.74192811,0.74192811,1.035798817
Q63959,,2477,36.15,0.206340384,0.206340384,1.158164739
Q63959,,5412,30.71,0.206340384,0.206340384,1.158164739
Q63959,,5490,30.55,0.206340384,0.206340384,1.158164739
Q8R1C0,,5066,31.42,0.568481471,0.568481471,1.04500986
Q8R1C0,,6557,27.64,0.568481471,0.568481471,1.04500986
Q03719,,2177,36.77,0.155582105,0.155582105,1.166659633
Q9WTW2,,5828,29.76,0.889414929,0.889414929,1.1340735
Q9WTW3,,782,41.2,0.573794037,0.573794037,0.898897789
A2BDX4,,4621,32.28,0.091646179,0.091646179,1.329452071
F7A6P6,,2501,36.1,0.42361585,0.42361585,1.265748618
F7A6P6,,3981,33.44,0.42361585,0.42361585,1.265748618
F7A6P6,,5194,31.19,0.42361585,0.42361585,1.265748618
O35219,,2276,36.56,0.399088088,0.227341551,0.86727616
O35219,,2276,36.56,0.399088088,0.399088088,1.06503165
O35219,,3696,33.91,0.399088088,0.227341551,0.86727616
O35219,,3696,33.91,0.399088088,0.399088088,1.06503165
O35219,,6771,26.66,0.399088088,0.227341551,0.86727616
O35219,,6771,26.66,0.399088088,0.399088088,1.06503165
Q9WVJ0,,5015,31.51,0.764960052,0.764960052,0.940644098
A2A5F7,,3297,34.65,0.973248118,0.973248118,1.005530377
Q920E3,,2327,36.47,0.779060682,0.779060682,1.025735742
Q32ME0,,4631,32.25,0.726874692,0.726874692,0.950660322
Q32ME0,,6809,26.46,0.726874692,0.726874692,0.950660322
Q9ER47,,1132,39.52,0.160999703,0.227341551,0.86727616
Q9ER47,,1132,39.52,0.160999703,0.160999703,1.143428277
Q9ER47,,1492,38.41,0.160999703,0.227341551,0.86727616
Q9ER47,,1492,38.41,0.160999703,0.160999703,1.143428277
Q9JJ69,,2257,36.6,0.925317426,0.925317426,0.963908716
Q9QXT8,,2246,36.63,0.235969971,0.235969971,1.093971077
Q9QXT8,,3706,33.89,0.235969971,0.235969971,1.093971077
Q9QXT8,,6682,27.14,0.235969971,0.235969971,1.093971077
P63250,,2559,35.99,0.588983859,0.588983859,1.066344771
P63250,,6961,25.54,0.588983859,0.588983859,1.066344771
P97794,,5972,29.41,0.928523463,0.928523463,1.025685529
P48543,,5265,31.03,0.902962093,0.902962093,0.985035308
O88454,,4968,31.61,0.765615107,0.765615107,1.026502601
Q08460,,473,43.06,0.208262923,0.208262923,1.092136933
Q08460,,5537,30.46,0.208262923,0.208262923,1.092136933
Q08460,,6383,28.27,0.208262923,0.208262923,1.092136933
Q9EQR3,,252,45,0.359010576,0.359010576,1.088295914
P58390,,4759,32.02,0.610869078,0.610869078,1.06210877
P58391,,6138,28.94,0.434103033,0.434103033,1.092024001
Q6ZPR4,,2640,35.85,0.714767701,0.714767701,1.026941812
Q8BZN2,,2448,36.19,0.864577118,0.864577118,1.025896897
Q5M956,,5138,31.29,0.632949552,0.632949552,1.046028746
Q6WVG3,,2277,36.56,0.485075044,0.485075044,1.055241091
Q6WVG3,,4141,33.15,0.485075044,0.485075044,1.055241091
Q6WVG3,,5049,31.45,0.485075044,0.485075044,1.055241091
Q8BGV7,,3787,33.75,0.949755384,0.949755384,0.986900568
E0CYQ0,,499,42.9,0.956563545,0.956563545,0.991140449
E0CYQ0,,6378,28.28,0.956563545,0.956563545,0.991140449
Q8CEZ0,,83,47.85,0.61130172,0.61130172,0.95804679
Q8VC57,,6920,25.79,0.479080999,0.479080999,1.064249358
Q8BJK1,,3557,34.15,0.630932022,0.630932022,1.048504399
Q50H33,,3809,33.72,0.244064644,0.244064644,0.876186035
Q6ZQ88,,2492,36.11,0.977180496,0.977180496,1.002240304
Q6ZQ88,,2492,36.11,0.977180496,1,1.150763644
Q8CIG3,,802,41.07,0.740226534,0.740226534,1.037832834
Q8CIG3,,2010,37.16,0.740226534,0.740226534,1.037832834
P59997,,487,42.99,0.730617121,0.570535204,0.959382997
P59997,,487,42.99,0.730617121,0.730617121,0.975694346
P59997,,487,42.99,0.730617121,1,1.150763644
P59997,,7083,24.69,0.730617121,0.570535204,0.959382997
P59997,,7083,24.69,0.730617121,0.730617121,0.975694346
P59997,,7083,24.69,0.730617121,1,1.150763644
Q6P1G2,,1435,38.58,0.798156714,0.570535204,0.959382997
Q6P1G2,,1435,38.58,0.798156714,0.798156714,0.979086073
Q6P1G2,,5500,30.54,0.798156714,0.570535204,0.959382997
Q6P1G2,,5500,30.54,0.798156714,0.798156714,0.979086073
Q6P1G2,,5743,29.97,0.798156714,0.570535204,0.959382997
Q6P1G2,,5743,29.97,0.798156714,0.798156714,0.979086073
Q6PCM1,,1443,38.55,0.735780028,0.735780028,0.975587899
Q6PCM1,,1443,38.55,0.735780028,1,1.150763644
Q6PCM1,,3540,34.18,0.735780028,0.735780028,0.975587899
Q6PCM1,,3540,34.18,0.735780028,1,1.150763644
Q8BW72,,2175,36.78,0.901397953,0.901397953,0.990194813
Q8BW72,,2175,36.78,0.901397953,1,1.150763644
Q91VY5,,832,40.84,0.657297938,0.657297938,1.032669791
Q8VCD7,,7076,24.74,0.35951176,0.35951176,1.086326941
Q3UXZ9,ARID,2452,36.18,0.948248765,0.948248765,1.008093333
Q3UXZ9,ARID,2452,36.18,0.948248765,0.82473687,0.809875565
Q3UXZ9,ARID,2452,36.18,0.948248765,1,1.150763644
Q80Y84,ARID,2484,36.13,0.87606895,0.87606895,1.011340715
Q80Y84,ARID,3818,33.69,0.87606895,0.87606895,1.011340715
Q80Y84,ARID,7171,23.75,0.87606895,0.87606895,1.011340715
P41230,ARID,714,41.51,0.972647498,0.972647498,1.004882224
P41230,ARID,2734,35.67,0.972647498,0.972647498,1.004882224
Q62240,ARID,1810,37.59,0.661989804,0.661989804,1.042957763
O70546,,1192,39.33,0.961921113,0.961921113,1.004074506
O70546,,1192,39.33,0.961921113,1,1.150763644
O70546,,1295,38.97,0.961921113,0.961921113,1.004074506
O70546,,1295,38.97,0.961921113,1,1.150763644
O70546,,1706,37.81,0.961921113,0.961921113,1.004074506
O70546,,1706,37.81,0.961921113,1,1.150763644
Q5NCY0,,4729,32.07,0.416531072,0.416531072,1.148014825
Q5NCY0,,6101,29.04,0.416531072,0.416531072,1.148014825
Q3UWM4,,5634,30.27,0.068060605,0.068060605,1.155312331
Q3UWM4,,5634,30.27,0.068060605,1,1.150763644
Q9CXT6,,4083,33.25,0.934677078,0.934677078,0.993473816
Q60749,,4532,32.43,0.830353579,0.830353579,0.983266405
Q60749,,5336,30.86,0.830353579,0.830353579,0.983266405
Q80U38,,3819,33.69,0.5617512,0.5617512,0.950540774
Q80U38,,3883,33.6,0.5617512,0.5617512,0.950540774
Q3U0V1,,1454,38.53,0.211950954,0.211950954,1.101723673
Q3U0V1,,2511,36.08,0.211950954,0.211950954,1.101723673
Q3U0V1,,5097,31.36,0.211950954,0.211950954,1.101723673
Q9D2Z8,,6821,26.43,0.911357494,0.911357494,1.251351114
Q6P9L6,,7095,24.59,0.320341147,0.320341147,0.670379784
Q6PFD6,,5580,30.38,0.40797862,0.40797862,0.531707908
Q6ZPU9,,364,44.05,0.458866207,0.458866207,1.0538829
Q6ZPU9,,1920,37.34,0.458866207,0.458866207,1.0538829
O35071,,2570,35.97,0.680965661,0.680965661,0.969611675
O35071,,4679,32.16,0.680965661,0.680965661,0.969611675
P97329,,5028,31.48,0.373904133,0.373904133,1.352614567
P97329,,5028,31.48,0.373904133,1,1.150763644
Q80WE4,,4227,33,0.02194705,0.02194705,0.582850971
Q9QXL2,,1803,37.61,0.939890692,0.939890692,1.004243056
Q9QXL2,,1803,37.61,0.939890692,1,1.150763644
Q3V300,,1654,37.98,0.212486853,0.212486853,0.758055998
Q3V300,,3162,34.89,0.212486853,0.212486853,0.758055998
Q52KG5,,2465,36.17,0.639710674,0.639710674,0.949747779
Q52KG5,,2465,36.17,0.639710674,1,1.150763644
Q52KG5,,4130,33.16,0.639710674,0.639710674,0.949747779
Q52KG5,,4130,33.16,0.639710674,1,1.150763644
Q7TNC6,,1794,37.62,0.304826194,0.304826194,1.09565002
Q7M6Z4,,4617,32.28,0.320574138,0.320574138,1.13828945
P28740,,2631,35.86,0.55837732,0.55837732,1.044744488
P28740,,2631,35.86,0.55837732,1,1.150763644
Q8C0N1,,5626,30.28,,,
Q922S8,,3236,34.77,0.938993456,0.938993456,1.062388013
P28741,,7172,23.74,0.56201744,0.56201744,1.042042989
P28741,,7172,23.74,0.56201744,1,1.150763644
O35066,,65,48.67,0.47871456,0.47871456,1.051106559
O35066,,3801,33.73,0.47871456,0.47871456,1.051106559
Q9QWT9,,724,41.45,0.86076009,0.86076009,0.960618795
Q9QWT9,,724,41.45,0.86076009,0.445844731,0.867004871
Q9QWT9,,724,41.45,0.86076009,1,1.150763644
Q9QWT9,,5311,30.93,0.86076009,0.86076009,0.960618795
Q9QWT9,,5311,30.93,0.86076009,0.445844731,0.867004871
Q9QWT9,,5311,30.93,0.86076009,1,1.150763644
O08672,,2060,37.04,0.567025394,0.567025394,1.05184914
O35231,,2714,35.71,0.502291525,0.502291525,0.945446189
Q9QWT9,,724,41.45,0.445844731,0.86076009,0.960618795
Q9QWT9,,724,41.45,0.445844731,0.445844731,0.867004871
Q9QWT9,,724,41.45,0.445844731,1,1.150763644
Q9QWT9,,5311,30.93,0.445844731,0.86076009,0.960618795
Q9QWT9,,5311,30.93,0.445844731,0.445844731,0.867004871
Q9QWT9,,5311,30.93,0.445844731,1,1.150763644
E9PUA5,,3588,34.1,0.445844731,0.445844731,0.867004871
E9PUA5,,4003,33.4,0.445844731,0.445844731,0.867004871
Q8K339,,402,43.73,0.69753419,0.69753419,0.962306847
Q8K339,,7005,25.3,0.69753419,0.69753419,0.962306847
Q91V45,,5469,30.59,0.528943406,0.528943406,0.780805102
Q91V45,,5469,30.59,0.528943406,0.907998565,1.008904083
Q6Y4S4,,6647,27.24,0.528943406,0.528943406,0.780805102
Q91V45,,5469,30.59,0.907998565,0.528943406,0.780805102
Q91V45,,5469,30.59,0.907998565,0.907998565,1.008904083
Q3UXL4,,677,41.75,0.772477377,0.772477377,0.971936148
Q3UXL4,,677,41.75,0.772477377,0.773385281,1.112773016
Q8R2S1,,1389,38.69,0.764017627,0.764017627,0.911972689
Q8R2S1,,1389,38.69,0.764017627,0.24427301,0.920244188
Q8R2S1,,1389,38.69,0.764017627,0.730371581,1.025816268
Q8R2S1,,5426,30.68,0.764017627,0.764017627,0.911972689
Q8R2S1,,5426,30.68,0.764017627,0.24427301,0.920244188
Q8R2S1,,5426,30.68,0.764017627,0.730371581,1.025816268
O88447,,4235,32.99,0.416544622,0.416544622,1.059252178
O88447,,4763,32.02,0.416544622,0.416544622,1.059252178
O88447,,6339,28.41,0.416544622,0.416544622,1.059252178
O88448,,1549,38.24,0.752262485,0.752262485,1.022758947
Q91W40,,1812,37.59,0.515923602,0.515923602,0.900222922
Q91W40,,2358,36.4,0.515923602,0.515923602,0.900222922
Q91W40,,5211,31.16,0.515923602,0.515923602,0.900222922
Q91W40,,6231,28.72,0.515923602,0.515923602,0.900222922
Q9DBS5,,1870,37.44,0.523471659,0.523471659,0.943915045
Q9DBS5,,2703,35.72,0.523471659,0.523471659,0.943915045
Q9DBS5,,4557,32.38,0.523471659,0.523471659,0.943915045
Q9DBS5,,5595,30.35,0.523471659,0.523471659,0.943915045
Q9JJZ6,zf-C2H2,1802,37.61,0.848523985,0.848523985,1.010695886
Q9JJZ6,zf-C2H2,4191,33.06,0.848523985,0.848523985,1.010695886
Q9JJZ6,zf-C2H2,6793,26.54,0.848523985,0.848523985,1.010695886
Q19A41,zf-C2H2,1178,39.39,1,1,1.033280339
Q19A41,zf-C2H2,1423,38.6,1,1,1.033280339
Q19A41,zf-C2H2,2118,36.9,1,1,1.033280339
Q19A41,zf-C2H2,3795,33.74,1,1,1.033280339
Q9ESX2,zf-C2H2,2210,36.69,1,1,1.033280339
Q9ESX2,zf-C2H2,2210,36.69,1,0.77713313,1.102083648
Q9ESX2,zf-C2H2,5747,29.96,1,1,1.033280339
Q9ESX2,zf-C2H2,5747,29.96,1,0.77713313,1.102083648
P58334,zf-C2H2,3890,33.59,0.631849431,0.631849431,1.057897286
P58334,zf-C2H2,5550,30.44,0.631849431,0.631849431,1.057897286
P58334,zf-C2H2,6664,27.18,0.631849431,0.631849431,1.057897286
Q8CFA7,zf-C2H2,6080,29.11,1,1,1.308784726
Q60980,zf-C2H2,653,41.88,0.624931478,0.624931478,0.960874034
Q60793,zf-C2H2,5509,30.52,0.836377581,0.836377581,0.957809468
O08584,zf-C2H2,6211,28.76,0.826214362,0.826214362,0.97716719
O35739,zf-C2H2,3965,33.47,0.048786003,0.048786003,1.157263928
Q6PAR0,,5986,29.38,0.781974595,0.781974595,1.021096987
Q6PAR0,,6086,29.1,0.781974595,0.781974595,1.021096987
Q921I2,,2279,36.56,0.644855871,0.644855871,1.064939732
Q921I2,,2333,36.46,0.644855871,0.644855871,1.064939732
Q921I2,,4031,33.35,0.644855871,0.644855871,1.064939732
Q921I2,,5205,31.17,0.644855871,0.644855871,1.064939732
Q69ZK5,,914,40.28,0.672438879,0.672438879,0.929887418
Q69ZK5,,1058,39.79,0.672438879,0.672438879,0.929887418
Q8JZP3,,5973,29.41,0.167068099,0.167068099,1.109867108
Q99JN2,,3186,34.86,0.823982209,0.823982209,1.017835581
E0CZ16,,4258,32.95,0.070274993,0.070274993,1.201923689
A2AI76,,7058,24.89,1,1,0.984711775
Q9D783,,4683,32.15,0.460540807,0.460540807,1.14537695
Q6ZPT1,,5870,29.67,0.666801943,0.666801943,1.03034825
P55200,,579,42.37,0.510495554,0.510495554,1.052663675
P55200,,579,42.37,0.510495554,1,1.150763644
P55200,,1203,39.3,0.510495554,0.510495554,1.052663675
P55200,,1203,39.3,0.510495554,1,1.150763644
P55200,,4195,33.05,0.510495554,0.510495554,1.052663675
P55200,,4195,33.05,0.510495554,1,1.150763644
Q8BRH4,,55,49.02,0.410082265,0.410082265,1.062957393
Q8BRH4,,74,48.33,0.410082265,0.410082265,1.062957393
Q8BRH4,,100,47.46,0.410082265,0.410082265,1.062957393
Q3UG20,,2476,36.15,0.822567472,0.822567472,1.016431174
Q2YDW7,,184,45.91,0.64894733,0.64894733,0.970648494
Q2YDW7,,184,45.91,0.64894733,1,1.150763644
Q0KK55,,255,44.99,0.564281079,0.564281079,1.046893801
Q0KK55,,4677,32.16,0.564281079,0.564281079,1.046893801
